OBJECTID,PROFILE,GNIS_NAME,SHEETNUM,LEN_MI,LEN_FT,SITUATION,ALT_NAME,HYPERLINK_EXT,THUMBNAIL,GLOBALID,SHAPE_Length
444,M0000192p,Assiscunk Creek Tributary,06P,0.50830642,2683.85790615, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/M0000192p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/M0000192p.jpg,{5401D478-8205-431B-92A9-B65CC20112B3},2683.85790615173
445,H0000278p,Bear Creek,08p,1.53250863,8091.64554054, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000278p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000278p.jpg,{F3ADBC25-D923-4151-A81E-F6BD49D6A813},8091.64550050579
446,G0000057p,Beaver Dam Brook,ED-1,2.72267235,14375.7100176, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/G0000057p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/G0000057p.jpg,{47A4932B-F35C-42FE-ACB3-F0B94CDF6576},14375.709967812
447,G0000057p,Pompton River,ED-1,6.73106146,35540.0045108,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/G0000057p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/G0000057p.jpg,{40507B91-612E-40C8-ACEC-6604F4C4357E},35540.0043452997
448,G0000057p,East Ditch,ED-1,3.33113445,17588.389899, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/G0000057p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/G0000057p.jpg,{A3F8FC0D-34F9-4008-97BD-4CD4F40667B8},17588.3899945517
449,J0000094p,Belcher Creek Branch 1,31,0.26369992,1392.33559414, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000094p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000094p.jpg,{619B3609-35CC-4D49-BD5F-2C2E1919CE52},1392.33559414041
450,H2000007p,Millstone River,02P,0.74761001,3947.38082876, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H2000007p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H2000007p.jpg,{6E586AA0-144A-4DB8-9D70-50F24B107E69},3947.38099007707
451,H2000006p,Millstone River,01P,2.2791025,12033.6612242, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H2000006p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H2000006p.jpg,{DEE3BA64-8B79-407F-8044-6DEF1BDFF2D0},12033.6609844221
452,J0000089p,Belcher Creek Branch #2,36,1.85976365,9819.55206644, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000089p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000089p.jpg,{6FC33FF6-93F5-492B-B4C1-F8140B2E949D},9819.55206643534
453,M0000116p,Blue Lake Run,18P,0.85025108,4489.32567672, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/M0000116p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/M0000116p.jpg,{7BFFC83D-416A-46DD-8C5C-1AE75BF1770C},4489.32567671972
454,H0000272p,Millstone River,02P,2.64550074,13968.2438917, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000272p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000272p.jpg,{2C8655F4-02A9-4F37-A31D-6BEC81AF8680},13968.2439958548
455,H0000271p,Millstone River,01P,2.45728015,12974.4391838, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000271p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000271p.jpg,{99F57F16-D904-49D6-9106-0CA1E099DC4B},12974.4392853693
456,H0000273p,Millstone River,03P,2.43853599,12875.4700306, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000273p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000273p.jpg,{16D0A83A-9E7E-4436-83B6-12D88FD02540},12875.4699221807
457,H0000274p,Millstone River,04P,0.72603587,3833.46940432, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000274p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000274p.jpg,{04289D28-72AB-4763-A40D-C9DD3005A8EB},3833.46934659935
458,H0000255p,Millstone River,01P,2.288333,12082.3982313, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000255p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000255p.jpg,{A5B1C72E-D57E-4154-AAED-F51538C9000E},12082.3982313398
459,H0000256p,Millstone River,02P,2.52699424,13342.529581, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000256p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000256p.jpg,{28A9A7BB-C3FC-4897-BD67-E7523498144E},13342.5295809648
460,H0000257p,Millstone River,03P,1.34805421,7117.72620351, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000257p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000257p.jpg,{B2EA93C3-7E2F-4B4D-A666-B926C9703ACB},7117.72623425699
461,H0000156p,Millstone River,04P,0.65915412,3480.33375736, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000156p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000156p.jpg,{3E7F2C21-179C-4EED-B72C-C03C2908ADDD},3480.33380010923
462,H0000192p,Millstone River,01P,2.47886818,13088.4239989, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000192p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000192p.jpg,{DA3E2B39-1542-41EE-B04B-6568270A2E3D},13088.4239118458
463,H0000193p,Millstone River,02P,2.54216663,13422.6398275, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000193p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000193p.jpg,{516E14FE-BC3B-4025-A0C7-7AF629C88F48},13422.6397846454
464,H0000166p,Millstone River,01P,2.43641765,12864.2851707, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000166p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000166p.jpg,{9E339399-3BF3-4488-92E7-E55EB28B5341},12864.2849844518
465,H0000194p,Millstone River,03P,2.21127926,11675.554471, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000194p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000194p.jpg,{78F6E645-1942-459C-BA0C-14F10129630F},11675.5547444594
466,H0000167p,Millstone River,02P,2.10932667,11137.2448379, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000167p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000167p.jpg,{C95E227E-92A3-457C-89F7-2B5B24C45DE9},11137.244837866
467,H2000024p,Millstone River,24P,0.64267576,3393.32799628, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H2000024p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H2000024p.jpg,{540AB9CF-11D1-45AB-808E-2DB43DA46902},3393.32808043553
468,H0000123p,Millstone River,02P,0.88194737,4656.68209035, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000123p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000123p.jpg,{9D036A70-5AFB-4C42-BDCD-76BE756FA721},4656.68209034564
469,H0000153p,Millstone River,01P,2.35637365,12441.6528638, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000153p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000153p.jpg,{B5719C79-FB82-495F-BB2A-6842908B19EB},12441.6527796897
470,H0000154p,Millstone River,02P,2.50466028,13224.6062593, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000154p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000154p.jpg,{10522D48-B709-4357-9A56-E01424F9A6E5},13224.6061774829
471,H0000155p,Millstone River,03P,2.60237655,13740.5481882, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000155p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000155p.jpg,{D3B30D49-10CA-4535-884B-BE591F7A3D7A},13740.5482700646
472,FA000042p,Pearl Brook,14P,0.2296662,1212.63756226, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/FA000042p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/FA000042p.jpg,{64724B21-5412-4127-A20D-9671C98C9FB9},1212.63758103502
473,O0000093p,Yellow Brook,08p,1.92457824,10161.7730994, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/O0000093p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/O0000093p.jpg,{FD3C28F5-80CF-4657-91FD-9D4B8647932D},10161.7730993898
474,O0000092p,Yellow Brook,07p,1.60433037,8470.86432944, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/O0000092p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/O0000092p.jpg,{A7C6FF1F-53DC-4C1F-BE63-57AA69CF2AD2},8470.86432372407
475,O0000091p,Yellow Brook,06p,2.29012603,12091.8654351, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/O0000091p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/O0000091p.jpg,{11D3D6CB-EBB4-4F6C-9A49-BA5BF89ACDF4},12091.8654408038
476,L0000154p,Alexauken Creek,05P,0.95934882,5065.3617722, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000154p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000154p.jpg,{11D59360-5526-4423-802E-FCFB989CEBA0},5065.36177220019
477,L0000153p,Alexauken Creek,06P,0.5387801,2844.75893839, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000153p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000153p.jpg,{7DCD80EF-C241-4114-B062-07CA63650E72},2844.7591657217
478,L0000166p,Alexauken Creek,04P,0.95856965,5061.24774343, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000166p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000166p.jpg,{55063ECD-8083-451E-B596-5DCF02086796},5061.24761855128
479,L0000152p,Alexauken Creek,07P,0.55054301,2906.86707691, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000152p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000152p.jpg,{94F98EC2-F727-41C2-A4E5-34894C6BCD6C},2906.86682807096
480,L0000159p,Alexauken Creek,05P,0.86654579,4575.3617722, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000159p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000159p.jpg,{D0F5E00D-B82E-4AF9-A355-4D578522BBDD},4575.3615996099
481,L0000168p,Alexauken Creek,02P,0.95934882,5065.3617722, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000168p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000168p.jpg,{EF9D4593-DD65-4010-8275-75FA6CCCB9CA},5065.36177220019
482,L0000167p,Alexauken Creek,03P,0.80167821,4232.86092563, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000167p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000167p.jpg,{0608C9D3-742D-424D-BDB4-0F9EE439CCD6},4232.86107202462
483,V0000041p,Applegates Creek,Sheet 17,1.35543126,7156.67703249, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000041p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000041p.jpg,{2DDCDF4C-F724-473A-9BE3-656EC36BA890},7156.67703248964
484,H0000268p,Assunpink Creek,14P,2.28835582,12082.5187327, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000268p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000268p.jpg,{164E5FB0-827A-4524-9BC9-52FA7186859F},12082.5187326909
485,H0000269p,Assunpink Creek,15P,1.79735057,9490.01103122, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000269p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000269p.jpg,{6AF63287-2D8A-4B9D-975D-0382E86AFBA8},9490.01114825412
486,H0000205p,McGellairds Brook,01P,0.52218741,2757.14954151, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000205p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000205p.jpg,{8CBDF9C9-FFCD-4E37-9B1D-0BBF7A85A676},2757.14935046345
487,V0000041p,McGellairds Brook,Sheet 17,1.02940014,5435.23273808, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000041p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000041p.jpg,{E865B35C-14EC-4487-9C3B-5D50767F6A90},5435.23283624547
488,H2000036p,Carters Brook,36P,0.25522026,1347.5629819,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/H2000036p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H2000036p.jpg,{5D5890C8-D857-4A33-9972-867963EECC81},1347.56257126803
489,H0000262p,Canoe Brook,08P,0.28409091,1500, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000262p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000262p.jpg,{C3E5E2DE-BEA3-42EE-ADB9-E96792CE34CA},1499.99996279906
490,H0000261p,Canoe Brook,07PR,0.85787205,4529.56443346, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000261p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000261p.jpg,{033ABDAE-F68B-4BB2-A41F-B91D1E17816D},4529.56447066304
491,SUPPXII43p,Cedar Branch,07p,1.19093908,6288.15836156, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPXII43p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPXII43p.jpg,{A3A0A2E4-D078-4B4E-B975-98E8F5A75A87},6288.15851913783
492,SUPPXII44p,Cedar Branch,08p,1.14705688,6056.46030175, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPXII44p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPXII44p.jpg,{CE9DDA49-A09B-4F92-A493-4478C084C42F},6056.46014417429
493,H0000162p,Cranbury Brook,10P,1.2422363,6559.00765079, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000162p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000162p.jpg,{60FCE85C-67D9-4FA1-B166-7E80EA7783D2},6559.00768926637
494,H0000163p,Cranbury Brook,11P,1.24065167,6550.64083366, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000163p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000163p.jpg,{0CA13A17-F674-4446-A75F-DE601C9ADF54},6550.64079518435
495,H0000164p,Cranbury Brook,12P,0.98193431,5184.61313194, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000164p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000164p.jpg,{6590583E-DECD-4E49-B2C1-B14CF097DA83},5184.6132404252
496,H0000195p,Cranbury Brook,04P,1.80989456,9556.24328872, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000195p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000195p.jpg,{86BBD536-32F7-4E73-B948-F028413FAA2D},9556.24318023971
497,R0000050p,Whippany River,W-2,3.1495345,16629.542152, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/R0000050p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/R0000050p.jpg,{CD49F024-F6C4-4521-A061-90C1AFEC9AE0},16629.5420022172
498,R0000049p,Whippany River,W-1,6.75918753,35688.5101413, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/R0000049p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/R0000049p.jpg,{BAB31A79-1EE5-47AF-A1F5-1C0A1C2A69F8},35688.5103046373
499,N0000044p,Whippany River,02p,0.93048289,4912.94964166, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000044p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000044p.jpg,{48B0C462-FFD9-467B-81ED-982A19A3CEE3},4912.94968341266
500,N0000045p,Whippany River,03p,0.59421069,3137.43243694, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000045p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000045p.jpg,{5A56F637-FB71-4827-A099-B19F5CF80D42},3137.43237953625
501,AB000013p,Weasel Brook,13P,0.4200736,2217.98861671, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/AB000013p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/AB000013p.jpg,{E15BE734-069D-404A-BADF-0F2016981B14},2217.98861809741
502,N0000033p,Watnong Brook,02p,0.54837743,2895.43283787, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000033p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000033p.jpg,{C0ACB1D4-3726-41A1-905E-5BF138510E54},2895.43287968397
503,N0000034p,Watnong Brook,03p,0.56783006,2998.14272786, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000034p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000034p.jpg,{745B077D-3868-4E6A-847D-66F9ECCDEB8A},2998.14277523231
504,N0000035p,Watnong Brook,04p,0.54924242,2900, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000035p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000035p.jpg,{3D827A85-A35B-4EFF-A412-D5CBFE37DF60},2900.00002084585
505,N0000036p,Watnong Brook,05p,0.54278003,2865.87857599, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000036p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000036p.jpg,{896D4518-5291-45F1-8670-B7329C37278C},2865.8784911657
506,H0000146p,Branch 1 Harrys Brook,25PR,0.09469697,500, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000146p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000146p.jpg,{95B0BAB4-D94B-45C5-801D-6A5C83141ADE},499.999968054737
507,H0000145p,Branch 1 Harrys Brook,24PR,0.22508081,1188.42667035, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000145p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000145p.jpg,{840B9E98-E0AD-4B2E-91E9-A5B1D9A0685D},1188.42670230967
508,H0000143p,Harrys Brook,22P,0.58206393,3073.29753101, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000143p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000143p.jpg,{04AD3580-D897-4D2D-895A-78EB0208E806},3073.29768811441
509,H0000142p,Harrys Brook,21P,0.50204526,2650.79895042, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000142p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000142p.jpg,{7078E8C2-060A-4140-BFCE-300B53B35BEE},2650.79891302008
510,N0000037p,Watnong Brook,06p,0.24096172,1272.27785922, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000037p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000037p.jpg,{086BBA1E-2FB9-420A-BF00-B71BF096F1AB},1272.27786602283
511,J0000093p,Morsetown Brook,32,0.74607146,3939.25728679, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000093p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000093p.jpg,{61213BB3-B4AF-4F5C-A2D3-3DCF76EAE6F8},3939.25739208938
512,J0000092p,Morsetown Brook,33,0.98307741,5190.64873172, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000092p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000092p.jpg,{5E233D50-FA3B-463B-A649-FAE468406849},5190.64873499482
513,J0000091p,Morsetown Brook,34,0.568027,2999.18256514, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000091p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000091p.jpg,{58A39C29-34D8-4DDC-997A-E64C0ECEB624},2999.1824565689
514,J0000092p,Morsetown Brook,33,0.48717973,2572.30896935, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/J0000092p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/J0000092p.jpg,{9D2A00DB-A213-4BFA-A296-0F0257E3D767},2572.30896935199
515,L0000125p,Milford Creek,05P,0.87557897,4623.05695571, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000125p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000125p.jpg,{09B41312-EA1D-4E5A-8542-B5321CD5E410},4623.05704787258
516,L0000124p,Milford Creek,06P,0.88614498,4678.84550453, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/L0000124p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/L0000124p.jpg,{E2F482D0-CB04-41CF-8353-B1EC26C4A6EA},4678.84545105398
517,H0000152p,Branch 2-2 Harrys Brook,31P,0.15845764,836.65633818,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000152p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000152p.jpg,{D62EDC6B-07AF-4F12-9ED5-E91AB33F2E3C},836.656400873154
518,N0000050p,Rockaway River,01p,0.23185067,1224.1715313, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000050p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000050p.jpg,{DD9B7BC9-BDCB-4EC8-A179-AB2A24BD8092},1224.17140666666
519,N0000052p,Rockaway River,03p,0.23082179,1218.73905612, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000052p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000052p.jpg,{7900CBDA-F42C-4A75-95E8-25FBDD18BD12},1218.73892548204
520,N0000053p,Rockaway River,04p,0.22085963,1166.13884636, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000053p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000053p.jpg,{3E014F45-5891-4383-A1A8-955507A23DF2},1166.138866254
521,N0000054p,Rockaway River,05p,0.12667491,668.84350366, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000054p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000054p.jpg,{0AD47426-EA88-4814-A65B-F6EAC49AD502},668.843701486502
522,N0000055p,Rockaway River,06p,0.30793799,1625.91256439, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000055p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000055p.jpg,{7DD75E44-ED77-41E8-B6D7-83089F19D47D},1625.91233281802
523,N0000056p,Rockaway River,07p,0.22642706,1195.53490217, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000056p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000056p.jpg,{95231640-33A9-422C-BE53-9AA12C19D8AE},1195.53495777643
524,N0000057p,Rockaway River,08p,0.23579545,1245, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000057p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000057p.jpg,{8D653F99-8A67-4256-9827-D72B4AAB5710},1244.99998794014
525,N0000058p,Rockaway River,09p,0.27462121,1450, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000058p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000058p.jpg,{9DA193A1-C1EA-477F-9D8C-C081D20BC670},1450.00002007628
526,N0000059p,Rockaway River,10p,0.26590909,1404, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000059p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000059p.jpg,{C67C166C-8A44-4296-A3FF-D15BE78A4756},1404.00012102332
527,N0000060p,Rockaway River,11p,0.22765152,1202, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000060p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000060p.jpg,{1E96F158-3E13-42BF-887F-7A435C044736},1201.99989924165
528,N0000065p,Rockaway River,16p,0.22481061,1187, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000065p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000065p.jpg,{161E76F5-E828-4A36-90C0-316703565FE5},1186.99991607891
529,N0000064p,Rockaway River,15p,0.04166667,220, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000064p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000064p.jpg,{8C68F587-957C-463B-AEA9-8E7E32140681},220.000147321637
530,N0000063p,Rockaway River,14p,0.11079545,585, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000063p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000063p.jpg,{E4C24ECB-5696-42FB-92B6-C26934ECD9B1},585.000073057545
531,N0000061p,Rockaway River,12p,0.14886364,786, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000061p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000061p.jpg,{411296F7-2319-4138-AB35-8484CF66A5D5},786.000027795941
532,N0000062p,Rockaway River,13p,0.06079545,321, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000062p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000062p.jpg,{F34C9951-3466-4010-A99D-C744310E1ECA},320.999861456134
533,N0000066p,Rockaway River,17p,0.18919646,998.95729578, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000066p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000066p.jpg,{1B962CCB-C13E-4B46-B378-AEAD82051883},998.957347352298
534,E0000085p,Rockaway River,2 of 7,7.20397347,38036.9799158, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/E0000085p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/E0000085p.jpg,{5777F837-99B9-4B43-8BC8-244322E0B047},38036.9799158029
535,H0000276p,Rocky Brook,06P,2.36356235,12479.6092314, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000276p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000276p.jpg,{089EE8E1-6166-4D3C-96D4-2E85FDFED6BA},12479.609231442
536,H0000277p,Rocky Brook,07P,1.17786711,6219.1383216, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000277p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000277p.jpg,{B6CF927D-7981-47F4-87B6-64CAF6FCA7F5},6219.13841004232
537,H0000175p,Matchaponix Brook,10P,2.48434215,13117.3265331, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000175p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000175p.jpg,{922FEED5-1301-4B37-A9FA-8260BABF81B6},13117.3266372958
538,H0000177p,Matchaponix Brook,12P,0.98230532,5186.57208181, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000177p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000177p.jpg,{ED8EB3E6-E4AE-4A4D-BC85-ECD832289D00},5186.57201852003
539,H0000185p,Cranbury Brook,20P,1.12453507,5937.54514929, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000185p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000185p.jpg,{180A15E3-358F-4BF9-A150-902BB5B42B64},5937.54521354651
